name,region
kafka:gcp_us_PROD_CARD_HOLDER_EVENT_TOPIC,us
kafka:gcp_us_PROD_ISS_3DS_EVENT_TOPIC,us
kafka:gcp_us_PROD_ISS_AUTHORIZATION_TX_TOPIC,us
kafka:gcp_us_PROD_ISS_CARD_CHANGE_EVENT_API_TOPIC,us
kafka:gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-TABLE_gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1card_entity-changelog,us
kafka:gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-TABLE_gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1card_owners-changelog,us
kafka:gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-gcp_us_PROD_ISS_CARD_CHANGE_STREAM_APP_ID-v1.1.1-repartition,us
kafka:gcp_us_PROD_ISS_CARD_EVENT_TOPIC,us
kafka:gcp_us_PROD_ISS_CARD_OWNERS_EVENT_TOPIC,us
kafka:gcp_us_PROD_ISS_CARD_SPEND_EVENT_TOPIC,us
kafka:gcp_us_PROD_ISS_DIGITAL_TOKEN_EVENT_TOPIC,us
kafka:gcp_us_PROD_ISS_DIGITAL_TOKEN_NOTIFICATION_EVENT_TOPIC,us
kafka:gcp_us_PROD_ISS_OUTSTANDING_AUTHORIZATION_CHANGE_TOPIC,us
kafka:gcp_us_PROD_ISS_PCI_CARD_EVENT_TOPIC,us
kafka:gcp_us_PROD_ISS_STATUS_UPDATE_TOPIC,us
kafka:gcp_us_PROD_ISS_WALLET_EVENT_TOPIC,us
kafka:gcp_us_prod.notification.channels_webhook,us
kafka:gcp_us_prod_ISS_AUTHORIZATION_ADVICE_EVENT_TOPIC,us
kafka:gcp_us_prod_acquiring_merchant_event_topic,us
kafka:gcp_us_prod_attempt_expire_topic,us
kafka:gcp_us_prod_clearing_house_clearing_output_topic,us
